"answerCount","answers","creationTime","id","index","qid","title","url"
"6","How safe are GMO foods -- REALLY?Entirely as safe as non-GM food. The scaremongering fools who go around talking about the ‘dangers’ are as ridiculous as the people who say that microwave ovens are dangerous because they put radiation in your food.No serious person claims GM food isn’t safe to eat.And do you distrust feeding them to your family despite the claims from the BIOTECH scientists that they are 'generally safe' to eat?Nope. I preferentially eat GM food.Would you feel more confident if all GMO food products had WARNING labels?Nope. It doesn’t need a warning.","2019-05-01T07:25:19.479Z","UXVlc3Rpb25AMDo0NzE0MTEwNg==","11","47141106","How safe are GMO foods really? Do you distrust feeding them to your family despite the claims from scientists that they are 'generally safe' to eat? Would you feel more confident if all GMO food products had warning labels?","https://www.quora.com/How-safe-are-GMO-foods-really-Do-you-distrust-feeding-them-to-your-family-despite-the-claims-from-scientists-that-they-are-generally-safe-to-eat-Would-you-feel-more-confident-if-all-GMO-food-products-had-warning"
"7","They don’t. “America” doesn’t insist anything, because “America” is not a person.Now, to actually answer your question:
GMOs are genetically modified plants and animals. Essentially, that means that their DNA has been altered. The change could make the food unfit for human consumption, but it’s unlikely for the food to get through regulatory bodies if that’s the case. Meanwhile, the change could also make the food better. For example, Golden Rice is a genetically modified type of rice with extra vitamins, designed to combat vitamin deficiency in poor countries.The countries that have banned GMOs often have corrupt or poorly funded regulatory bodies, meaning that some “unsafe” GMOs can get past them. That doesn’t mean that GMOs are inherently unsafe, it means that a very small percentage of them are unsafe, and you need well-funded regulatory bodies to filter out the bad ones from the good ones.Summary: Most GMOs are safe, although they still need to get approved by regulatory bodies before being sold, and the countries which have banned them (usually developing countries) just don’t have enough money to fund the testing of them.","2018-09-07T02:10:51.830Z","UXVlc3Rpb25AMDozMzk3OTgyOQ==","12","33979829","Why does America insist GMO’s are safe when several countries have banned them for being unsafe?","https://www.quora.com/Why-does-America-insist-GMO-s-are-safe-when-several-countries-have-banned-them-for-being-unsafe"
"2","There are safe to eat, that yes.It is not clear what the impact will be on the meat industry as it´s actually them who are investing heavily in this technology.The problems are on one side that they still use Foetal Bovine Serum, from unborn calves, to grow the lab meat. You are thus wasting a calf that could be reared directly for slaughter and produce quality meat.And quality is a problem, because the lab grown ”meat” is nothing like real meat, thus muscle tissue, but just a clump of cells, almost like pink goo, but even pink goo has better texture.Actually, to add texture what they use is… fake soy meat (!). You are thus also wasting what could be a perfectly normal piece of vegan filet.Even though they resolve the problem of the FSB and manage to grow the stuff in 100% plant based serum (something that seems feasible at a short term) and they manage to solve the problem of texture, creating real muscle tissue (something that will take way longer), it still means one extra manufacturing step as compared to using the plants to create fake meat directly.It is thus a kind of a Rube Goldberg-ish scheme that will not satisfy anybody as it is more complex and thus expensive than either fake plant based meat or traditional farming.I am tempted to say that the two or three start ups that are into that are just there to make what most startups do: Make a big PR stunt, cash in on some venture capitalist, try to get sold out to Google or Facebook and enjoy a golden retirement at 30. Or start from scratch with another hair-brained scheme.","2020-12-09T01:52:36.726Z","UXVlc3Rpb25AMDo4MjU4NjQwNQ==","13","82586405","Are GMO and lab grown meats safe to eat? What impact will it have on the meat industry?","https://www.quora.com/Are-GMO-and-lab-grown-meats-safe-to-eat-What-impact-will-it-have-on-the-meat-industry"
"2","The single fact that an organism has been genetically modified does not alone mean it’s bad for you. It’s likely there are all kind of foods, genetically modified and otherwise modified that may be good for us or bad for us. So if anyone suggest you should not eat food simply because it is genetically modified, you should ignore that advice and at least look further into the claim. It should be taken seriously only if it begins, “you should not eat this food because it is genetically modified which causes it to be harmful because“. With a credible explanation to follow.Some people worry about unknown and unexpected side effects of the changes made.","2022-03-24T21:05:37.899Z","UXVlc3Rpb25AMDoxMTQwMzQ1Mjc=","14","114034527","Are GMO food/meat safe to eat? Isn't it like eating and digesting a different type of DNA-based food? Why is there such concern about it when our stomach can digest almost any biochemical?","https://www.quora.com/Are-GMO-food-meat-safe-to-eat-Isnt-it-like-eating-and-digesting-a-different-type-of-DNA-based-food-Why-is-there-such-concern-about-it-when-our-stomach-can-digest-almost-any-biochemical"
"0",,"2022-03-24T21:10:56.906Z","UXVlc3Rpb25AMDoxMTQwMzQ3MzA=","15","114034730","Are GMO food/meat safe to eat? Isn't it like eating and digesting a different type of DNA-based food? Why is there such concern about it when our stomach can digest almost any biochemical?","https://medicstalk.quora.com/Are-GMO-food-meat-safe-to-eat-Isnt-it-like-eating-and-digesting-a-different-type-of-DNA-based-food-Why-is-there-such"
"0",,"2022-03-25T04:19:52.549Z","UXVlc3Rpb25AMDoxMTQwNTEwMDk=","16","114051009","Are GMO food/meat safe to eat? Isn't it like eating and digesting a different type of DNA-based food? Why is there such concern about it when our stomach can digest almost any biochemical?","https://healthyfoods.quora.com/Are-GMO-food-meat-safe-to-eat-Isnt-it-like-eating-and-digesting-a-different-type-of-DNA-based-food-Why-is-there-such"
"26","You can take this question in one of two ways.  If you want to answer the question \proactively label their GMO-containing foods?\Justin Ma has a great answer.  I take the question to mean \regulations that require them to label food that contains GMO-derived ingredients?\I will focus on the United States, since that is where I am most familiar with the regulatory environment. Think of why we label and what those labels generally mean.  Consumer product regulation, especially in the United States, is designed to warn consumers of proven harms.  The FDA, for example, requires pharmaceuticals, which are designed to directly interact with body chemistry, to provide important information on dosage and potential side effects.  Another great example is the California Office of Environmental Health Hazard Assessment (OEHHA) which was empowered by 1986's Proposition 65 to label carcinogenic or suspected carcinogenic substances, which is why so many products in the US have labels that say \The point is that mandatory labeling in the US means that something is dangerous or harmful.  GMOs have never been proven to be harmful to humans, all activists' claims aside, so why do people push for their mandatory labeling?  I can think of three answers:\nLabeling advocates believe that GMOs actually do cause harm, despite the poor scientific support for that position, and want to force the issue by bypassing the existing regulatory process because they believe it is deluded or corrupt.Labeling advocates, either due to their economic interest or sincerely held beliefs, cynically desire to take advantage of most people's instinctive assumption that a mandatory label means that a food product must contain something harmful.Labeling advocates naively believe that everyone is as educated as they are and can make informed decisions about GMOs if they are labeled.  This is often the position of people ambivalent about proposed regulations.Position (1) is at the very least honest, if wrong.  Position (2) is not only wrong but openly deceitful.  Position (3) is naive, because it assumes that most people have the same level of education on the issues that they do. Basically, the people who just claim that mandatory labeling laws would just \For those who insist on providing information to consumers, there is a way you can do this: label your own products the way you want, and don't force others to do so.  In the United States, voluntary labeling (e.g., \","2015-02-20T00:04:53.516Z","UXVlc3Rpb25AMDozMzI4NDQz","17","3328443","Why do food companies resist labeling food that is GMO?","https://www.quora.com/Why-do-food-companies-resist-labeling-food-that-is-GMO"
"19","Because of an anti-science disinformation campaign funded primarily by the organic food industry. Their plan is to require labels so as to demonize GMO food. They also have this organization that is labeling food as non-GMO in an effort to create a “health halo” effect where people are misled into thinking there’s something wrong with GM technology.It’s all marketing. The organic industry, whose business model is charging more for identical food, apparently feels threatened by a technology that can deliver food that is actually better, and cheaper besides.","2016-10-23T04:33:35.951Z","UXVlc3Rpb25AMDoxMDgyMjYzMw==","18","10822633","If GMOs are generally safe, then why are some food labeled as non-GMO verified?","https://www.quora.com/If-GMOs-are-generally-safe-then-why-are-some-food-labeled-as-non-GMO-verified"
"6","Most anti-GMO arguments I've come across are at best filled with half truths and selective interpretations.  Humans have genetically modified crops for centuries through breeding.  The methods today are different but that doesn't automatically make them harmful per se.Perhaps you'd care to rephrase your question to be less argumentative?Growing up in the US Midwest, corn is a staple.  I enjoy it fresh off the cob when it's in season around here with some butter, salt, and pepper.","2014-12-23T19:27:20.769Z","UXVlc3Rpb25AMDoyOTU4NzI0","19","2958724","Since much of corn is GMO, how safe is eating corn on the cob?","https://www.quora.com/Since-much-of-corn-is-GMO-how-safe-is-eating-corn-on-the-cob"
"4","Yes, there is. The scientific community has been in consensus for decades. Most of the world’s scientific academies (nearly 300) have issued statements in support of GMO safety, based on literal thousands of independent studies, mostly run by scientists without any financial ties to any agribusiness company.More than 280 scientific and technical institutions support the safety of GM cropsThese statements are a fair sign that a consensus exists. Consider the question of cigarette safety, or lack thereof. Scientists had been studying it for decades, and the evidence kept showing that cigarettes cause lung cancer. Eventually, the amount of data became overwhelming and scientists reached a consensus. In 1954, a newspaper reported that a link between smoking and cancer had been found “beyond a reasonable doubt.” That same year, the American Cancer Society's National Board of Directors announced that smoking is linked to lung cancer, “without dissent.” This was followed shortly by the Public Health Cancer Association (USA), Study Group on Smoking and Health (USA), British Medical Research Council, Swedish Medical Research Council, International Union Against Cancer, and so on and so forth. At this point in time, it can be stated, the scientific community had reached a consensus. This is 10 years before the 1964 US Surgeon General’s Warning Report, however, and many doctors were still unaware that cigarettes cause cancer up until then. The scientists were in consensus, but the public, including doctors, was not aware or accepting the facts. We are in the same position regarding the safety of GMOs today: the scientists are in consensus, but the public has not accepted the facts.Note that a scientific consensus does not mean unanimous support. There are indeed some vocal anti-GMO scientists who have published anti-GMO papers, however they are a tiny, tiny percentage of the whole. The number of papers on GMO safety numbers in the thousands, most performed by independent scientists [not by corporate-funded scientists as the anti-GMO lobby claims], and most concluding that GMOs are safe. The anti-GMO research tends to be low quality and published in journals that do not practice peer review. A few have even been retracted [which, like the original “vaccines cause autism” paper, is done when a paper is severely flawed and dishonest]. This is why meta-analyses are important: they look at all the papers published, remove those of poor quality, and try to find what the overarching pattern is: the signal through the noise. Remember that an experiment can always lead to a false-positive or false-negative by chance. This is why repetition and a large sample size is important, and why, to find a consensus, you need to read systematic reviews or meta-analyses rather than single experiments.More and more meta-analyses of the evidence continue to be published, and the conclusion is always the same: no evidence of harm, ample evidence of safety, and even evidence for benefits to the environment in addition to increased yields, increased well-being for developing-world farmers, lower mycotoxins, etc. The evidence for GMO safety is overwhelming.A Meta-Analysis of the Impacts of Genetically Modified CropsImpact of genetically engineered maize on agronomic, environmental and toxicological traits: a meta-analysis of 21 years of field dataConsider evolution: the scientific consensus is that evolution is a fact, yet Creationist scientists and even biologists still exist (about 3% of scientists in the USA), and still sign letters saying that there is no “consensus” on evolution. However, these scientists are predominantly not actually studying speciation: a physicists’ views on evolution are as irrelevant a biologist’s views on string theory. Similarly, their numbers are thoroughly dwarfed by the numbers of scientists who accept the fact of evolution (97% in the USA). When a Creationist organization came up with a list of 100 scientists who reject evolution, the US National Center for Education came up with a list of over 1000 scientists named Steve who accept evolution! More than 10 times as many people, and they all share the same name! A similar list for GMO safety could be made easily.There is absolutely a consensus on the fact of evolution, the fact that vaccines do not cause autism, the fact that cigarettes cause lung cancer, the fact that GMOs are safe, etc. The existence of scientists who reject these facts does not weaken the consensuses.","2015-09-01T05:16:47.373Z","UXVlc3Rpb25AMDo1MTI3MzUy","20","5127352","Is there a consensus on GMO safety?","https://www.quora.com/Is-there-a-consensus-on-GMO-safety"
"8","There is something bothering me about this question. It is the implication that GMO garden seeds are dangerous… and the fact China might sell them without labeling them GMO to endanger consumers.I have bought garden seeds in the United States, and very firmly believe that every seed has been sourced from U.S. growers…. in fact, I have never heard of or seen imported garden seeds at a local farm supply or garden center. That may be based on a mistaken assumption that such seeds would actually be labeled as imported… but the names, Burpee, AlaFlo, and others are U.S. feed producers, so it seems like a safe bet.Now the question about GMO garden seeds. Developing a GMO seed is a very expensive and serious process, between the laboratory work getting the seed started, to testing and meeting regulatory requirements to market it, and garden seed suppliers, unlike Monsanto, really don’t have a lot of incentive to modify their products. GMO seed are very often produced to resist the effects of chemicals used on fields where the crop they represent are grown. Garden seeds don’t fall into the same category as soybeans, corn, cotton, and sugar beets. That doesn’t mean there are not GMO garden seed, or that they won’t be on the market soon, if not already, it just means I see no reason for them.Now to the question of whether or not China would market a dangerous garden see for export. If you are one of many who consider ALL GMO seeds to be dangerous, I cannot offer you much to build your confidence in using such seed, but I don’t believe there is any risk involved if your government allows import of the seed, and many governments do require imported products to meet individual national safety requirements.","2017-11-24T23:28:39.307Z","UXVlc3Rpb25AMDoyMTA2MDA3OQ==","21","21060079","Is it safe to buy garden seeds from China, or is there risk of them being GMO?","https://www.quora.com/Is-it-safe-to-buy-garden-seeds-from-China-or-is-there-risk-of-them-being-GMO"
"6","There is a basic misunderstanding of GMOs (Genetically Modified Organisms) as all bad . This first GMOs , really , were created by crossbreeding. If you like tangelos , they are a cross between tangerines and pomelos. There was no such fruit until a farmer created it. But to more directly address your question, which I think is about modern, gene-splicing genetic modification , let’s consider the tomato. Tomatoes have lycopene. Lycopene has been to to increase heart health and lower some specific cancer risks. Kids often prefer a cherry or grape tomato to a full-sized on , as they are easier to eat and can serve as quick snacks. If a scientist could synthesize a gene which would increase lycopene production in cherry and grape tomatoes so that each one contains the same amount as a full-size tomato - is that a bad thing?Or, to keep it in the realm of already existing genetic material, we can return to oranges for a moment . Oranges are very susceptible to frost. There is a species of banana that can be grown in the Midwest of the US , and is hardy down to 10 degrees Fahrenheit. If the hardiness gene from that banana could be isolated and injected into frost-susceptible oranges , resulting in a longer growing season for those oranges. does the fact that humans have interfered in nature make the result somehow evil or wrong?I don’t mean to be Pollyannaish here, but genetic modification is a tool. I’m sure it is used in ways that wouldn’t have the health of consumers as the primary focus , but that’s the ethical issue with all technology. Technology itself is value-neutral - it’s up to us to use it toward positive ends.On a more personal note, I was a fruititarian neo-hippie in the 90’s. There’s no question in my mind that, on balance, GMO fruits and vegetables are healthier than many of the ones I dumpster dived (dove?) back in the day.","2019-01-31T01:09:20.314Z","UXVlc3Rpb25AMDo0MTU1NTAyOA==","22","41555028","It is safe to be a vegetarian with all of the GMO fruits and vegetables out there?","https://www.quora.com/It-is-safe-to-be-a-vegetarian-with-all-of-the-GMO-fruits-and-vegetables-out-there"
"6","I think that GMO’s are safe, yes.I think that Glyphosate use may be out of control and quite possibly misused.For one, the companies that now manufacture it (China) are not under any particular QA or QC rubric to insure that it is not contaminated. Second, use of it very quickly selects for ‘weed’ populations that are resistant; not so much to the glyphosate itself, but resist it’s absorption, such that the Spreader-Sticker on the application (in the required slightly acid environment of the application) fail to function. The reaction by applicators would be to increase the Spreader-Sticker content, which doesn’t seem to be specifically addressed in the critical reviews of potential environmental impact of such compounds on the theoretically present soil micro-organisms.In short, the damage caused by over-use of a foliage-active compound instead has become a soil additive in practice, and the necessary over-use of acid-friendly wetting agents in the mix confound the evaluation of actual glyphosate chemical bi-product interactions. The extraordinarily cheap price of Glyphosate makes over-use of it too easy perhaps, as the labor-intensive individual targeting of weeds is ignored, and given over to the application of a ‘blanket’ (perhaps drench) spraying on everything with a spreader-sticker content for the worst weeds possible.In ornamental applications I have seen Glyphosate not work on resistant weeds, yet if the same weed species has the same dose ‘brushed on’ (with a rubber brush applicator, as you find cheaply in any paint store), then the treatment ‘takes.’ If farm applications developed an automatic system that could ‘target’ specific weeds in a similar manner (and yes, the technology is quite do-able), then the ‘drenching’ over-use could be avoided. For some row-crops, such a ‘targeting’ device might impinge on the necessity of having a GMO crop planted altogether.","2018-08-30T11:59:24.677Z","UXVlc3Rpb25AMDozMzYxMzI1MQ==","23","33613251","Do you think GMO and glyphosate are safe and why?","https://www.quora.com/Do-you-think-GMO-and-glyphosate-are-safe-and-why"
"10","In all probability you have been eating GMO vegetables, fruits, and grains for well over 10 years.Some of these you may think you haven't consumed, take Alfalfa, have you eaten beef? You have indirectly consumed a GMO modified plant.Apples? Sugarbeet? Yeah, unless you some how avoided any Soda or any other of the multitude of products that contain sugar.A few examples:SoybeansThe second largest U.S. crop after corn, GM soy is used primarily in animal feed and in soybean oil—which is widely used for processed foods and in restaurant chains. In fact, soybean oil accounts for 61% of Americans' vegetable-oil consumption. It's also often used to make an emulsifier called soy lecithin, which is present in a lot of processed foods, including dark chocolate bars and candy.CanolaGM canola is used to make oil for cooking, as well as margarine. It's also used to produce emulsifiers that are used in packaged foods. By some estimates, 90% of canola grown in the U.S. and Canada is GM.Ah…but you ask should we? We have very little choice in the matter, there are ways around it. Grow all your own food, raise your own meat proteins, about the only way even if you grow your own vegetables is to plant nothing but heirloom seeds.I probably have a few things wrong in my rant, but you get my drift.All the GMOs Approved In the U.S.","2019-11-20T04:18:25.299Z","UXVlc3Rpb25AMDo2MTEzMjI1MA==","24","61132250","Should GMO crops be used for human consumption?","https://www.quora.com/Should-GMO-crops-be-used-for-human-consumption"
